Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Bowler,Runs,Extra Runs,Bowler Extra Runs,Extra,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,4,3,21,Danny McAllister,Ben Richmond,6,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:22:03.537,0,Harwell International CC Friendly XI,Bat,North,M Bryant,31,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,10,19,1,2,1,7.50,8.86,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,4,4,22,Danny McAllister,Ben Richmond,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:22:03.633,0,Harwell International CC Friendly XI,Bat,North,M Bryant,32,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,11,20,1,2,1,8.86,8.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,4,5,23,M Bryant,Ben Richmond,2,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:23:19.457,0,Harwell International CC Friendly XI,Bat,North,Danny McAllister,34,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,13,10,1,2,1,8.73,8.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,4,6,24,M Bryant,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:23:53.543,0,Harwell International CC Friendly XI,Bat,North,Danny McAllister,34,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,14,10,1,2,1,8.87,8.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,1,25,Danny McAllister,Chamal Perera,6,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:25:23.43,0,Harwell International CC Friendly XI,Bat,South,M Bryant,40,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,12,26,1,3,1,8.50,9.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,2,26,Danny McAllister,Chamal Perera,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:25:23.567,0,Harwell International CC Friendly XI,Bat,South,M Bryant,41,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,13,27,1,3,1,9.60,9.46,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,3,27,M Bryant,Chamal Perera,0,2,2,Wide,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:26:17.333,0,Harwell International CC Friendly XI,Bat,South,Danny McAllister,43,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,No,3,No,1,14,10,1,3,1,9.46,9.92,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,4,27,Danny McAllister,Chamal Perera,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:26:46.347,0,Harwell International CC Friendly XI,Bat,South,M Bryant,43,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,14,27,1,3,1,9.92,9.56,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,5,28,Danny McAllister,Chamal Perera,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:27:57.92,0,Harwell International CC Friendly XI,Bat,South,M Bryant,47,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,15,31,1,3,1,9.56,10.07,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,6,29,Danny McAllister,Chamal Perera,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:28:40.35,0,Harwell International CC Friendly XI,Bat,South,M Bryant,51,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,16,35,1,3,1,10.07,10.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,5,7,30,Danny McAllister,Chamal Perera,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:29:13.963,0,Harwell International CC Friendly XI,Bat,South,M Bryant,55,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,17,39,1,3,1,10.55,11.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,6,1,31,M Bryant,Ben Richmond,2,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:29:17.757,0,Harwell International CC Friendly XI,Bat,North,Danny McAllister,57,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,15,12,1,3,1,11.00,11.03,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,6,2,32,M Bryant,Ben Richmond,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:31:03.287,0,Harwell International CC Friendly XI,Bat,North,Danny McAllister,58,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,16,13,1,3,1,11.03,10.88,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,6,3,33,Danny McAllister,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:31:33.933,0,Harwell International CC Friendly XI,Bat,North,M Bryant,58,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,18,39,1,3,1,10.88,10.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,6,4,34,Danny McAllister,Ben Richmond,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:32:23.777,0,Harwell International CC Friendly XI,Bat,North,M Bryant,62,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,19,43,1,3,1,10.55,10.94,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,6,5,35,Danny McAllister,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:32:24.003,0,Harwell International CC Friendly XI,Bat,North,M Bryant,62,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,20,43,1,3,1,10.94,10.63,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,6,6,36,Danny McAllister,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:33:15.923,0,Harwell International CC Friendly XI,Bat,North,M Bryant,62,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,21,43,1,3,1,10.63,10.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,7,1,37,M Bryant,Stephen Boag,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:34:43.54,0,Harwell International CC Friendly XI,Bat,South,Danny McAllister,66,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,17,17,1,1,1,10.33,10.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,7,2,38,M Bryant,Stephen Boag,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:34:43.737,0,Harwell International CC Friendly XI,Bat,South,Danny McAllister,67,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,18,18,1,1,1,10.70,10.58,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,7,3,39,Danny McAllister,Stephen Boag,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:35:22.39,0,Harwell International CC Friendly XI,Bat,South,M Bryant,68,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,22,44,1,1,1,10.58,10.46,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,7,4,40,M Bryant,Stephen Boag,0,1,0,Bye,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:36:33.957,0,Harwell International CC Friendly XI,Bat,South,Danny McAllister,69,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,19,18,1,1,1,10.46,10.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,7,5,41,Danny McAllister,Stephen Boag,6,0,0,,,,,,,,,,,,,Retired - Not Out,Danny McAllister,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:36:45.757,0,Harwell International CC Friendly XI,Bat,South,M Bryant,75,0,1,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,23,50,1,1,1,10.35,10.98,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,7,6,42,Dan Guest,Stephen Boag,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:37:22.88,0,Harwell International CC Friendly XI,Bat,South,M Bryant,76,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,1,1,1,1,7,10.98,10.86,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,1,43,Dan Guest,Patrick Harland,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:38:33.513,0,Harwell International CC Friendly XI,Bat,North,M Bryant,77,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,2,2,1,1,7,10.86,10.74,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,2,44,M Bryant,Patrick Harland,0,2,2,Wide,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:41:02.25,0,Harwell International CC Friendly XI,Bat,North,Dan Guest,79,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,No,2,No,1,19,18,1,1,1,10.74,11.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,3,44,Dan Guest,Patrick Harland,6,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:41:59.463,0,Harwell International CC Friendly XI,Bat,North,M Bryant,85,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,3,8,1,1,7,11.02,11.59,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,4,45,Dan Guest,Patrick Harland,0,1,1,Wide,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:41:59.687,0,Harwell International CC Friendly XI,Bat,North,M Bryant,86,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,No,3,No,1,3,8,1,1,7,11.59,11.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,5,45,Dan Guest,Patrick Harland,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:42:55.217,0,Harwell International CC Friendly XI,Bat,North,M Bryant,87,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,4,9,1,1,7,11.73,11.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,6,46,M Bryant,Patrick Harland,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:46:59.11,0,Harwell International CC Friendly XI,Bat,North,Dan Guest,88,0,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,20,19,1,1,1,11.60,11.48,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,7,47,Dan Guest,Patrick Harland,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:47:03.257,0,Harwell International CC Friendly XI,Bat,North,M Bryant,92,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,5,13,1,1,7,11.48,11.74,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,8,8,48,Dan Guest,Patrick Harland,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:47:03.413,0,Harwell International CC Friendly XI,Bat,North,M Bryant,92,0,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,6,13,1,1,7,11.74,11.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,9,1,49,Dan Guest,Stephen Boag,0,0,0,,,,,,,,,,,,,Bowled,Dan Guest,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:48:09.28,0,Harwell International CC Friendly XI,Bat,South,M Bryant,92,1,3,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,7,13,1,2,7,11.50,11.27,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,9,2,50,O Simmons,Stephen Boag,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:48:20.247,0,Harwell International CC Friendly XI,Bat,South,M Bryant,92,1,4,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,2,No,2,1,0,1,2,9,11.27,11.04,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,9,3,51,O Simmons,Stephen Boag,0,0,0,,,,,,,,,,,,,Caught,O Simmons,,,,,,,No,No,James Warren,Catch,,,,,,,,,,,RHB,,20240721 16:50:07.853,0,Harwell International CC Friendly XI,Bat,South,M Bryant,92,2,4,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,3,No,2,2,0,1,2,9,11.04,10.82,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,9,4,52,E Day,Stephen Boag,0,1,0,Bye,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:50:24.74,0,Harwell International CC Friendly XI,Bat,South,M Bryant,93,2,5,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,4,No,3,1,0,1,2,9,10.82,10.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,9,5,53,M Bryant,Stephen Boag,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:52:22.903,0,Harwell International CC Friendly XI,Bat,South,E Day,93,2,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,5,No,3,21,19,1,2,1,10.73,10.53,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlebed CC Sunday 1st XI v Harwell International CC Friendly XI,21/07/2024,13:30,2,9,6,54,M Bryant,Stephen Boag,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240721 16:52:46.397,0,Harwell International CC Friendly XI,Bat,South,E Day,94,2,2,,1,1,,,Nettlebed CC Sunday 1st XI won by 8 wickets,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed CC Sunday 1st XI,Harwell International CC Friendly XI,Nettlebed,stephen.boag@gmail.com,,,,,,,Yes,6,No,3,22,20,1,2,1,10.53,10.44,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
